X ensGene transcript 702027 703068 . - . YJR145C     
XI ensGene transcript 82947 83550 . + . YKL190W     
XI ensGene transcript 109269 110129 . + . YKL180W     
XI ensGene transcript 154991 158232 . + . YKL157W     
XI ensGene transcript 158613 159212 . + . YKL156W     
XI ensGene transcript 282891 284455 . + . YKL081W     
XI ensGene transcript 302918 303023 . + . tW(CCA)K     
XI ensGene transcript 430198 430632 . - . YKL006C-A     
XI ensGene transcript 431906 432720 . + . YKL006W     
XI ensGene transcript 437778 438544 . + . YKL002W     
XI ensGene transcript 446799 448036 . - . YKR004C     
XI ensGene transcript 448521 450167 . - . YKR005C     
XI ensGene transcript 458557 458670 . + . tL(CAA)K     
XI ensGene transcript 551657 552242 . + . YKR057W     
XI ensGene transcript 578965 579060 . + . tK(UUU)K     
XI ensGene transcript 617996 618750 . - . YKR094C     
XI ensGene transcript 625864 626205 . + . YKR095W-A     
XII ensGene transcript 585 4301 . - . YLL067C     
XII ensGene transcript 6120 9836 . - . YLL066C     
XII ensGene transcript 39804 40414 . - . YLL050C     
XII ensGene transcript 92548 92650 . + . tP(UGG)L     
XII ensGene transcript 242232 243349 . + . YLR048W     
XII ensGene transcript 248717 250978 . - . YLR054C     
XII ensGene transcript 263194 263948 . + . YLR061W     
XII ensGene transcript 285736 286559 . - . YLR078C     
XII ensGene transcript 326513 327415 . - . YLR093C     
XII ensGene transcript 398530 399433 . + . YLR128W     
XII ensGene transcript 522663 523288 . + . YLR185W     
XII ensGene transcript 547853 548769 . - . YLR199C     
XII ensGene transcript 550194 550636 . - . YLR202C     
XII ensGene transcript 563792 564531 . - . YLR211C     
XII ensGene transcript 592519 592619 . - . tL(UAG)L1     
XII ensGene transcript 605300 605432 . - . tI(UAU)L     
XII ensGene transcript 628383 628497 . + . tL(CAA)L     
XII ensGene transcript 694378 694800 . + . YLR275W     
XII ensGene transcript 712537 713158 . - . YLR287C-A     
XII ensGene transcript 732090 732190 . + . tL(UAG)L2     
XII ensGene transcript 744151 744851 . + . YLR306W     
XII ensGene transcript 765266 766358 . - . YLR316C     
XII ensGene transcript 784354 784453 . + . tX(XXX)L     
XII ensGene transcript 786442 787333 . + . YLR329W     
XII ensGene transcript 819312 820142 . + . YLR344W     
XII ensGene transcript 856442 857317 . + . YLR367W     
XII ensGene transcript 875376 875471 . + . tK(UUU)L     
XII ensGene transcript 931065 931755 . - . YLR406C     
XII ensGene transcript 987062 988113 . + . YLR426W     
XII ensGene transcript 1024189 1024837 . + . YLR445W     
XII ensGene transcript 1028854 1029768 . + . YLR448W     
XII ensGene transcript 1066572 1067501 . + . YLR464W     
XIII ensGene transcript 461 4684 . - . YML133C     
XIII ensGene transcript 22048 23683 . - . YML124C     
XIII ensGene transcript 82275 82849 . + . YML094W     
XIII ensGene transcript 97941 99400 . - . YML085C     
XIII ensGene transcript 123227 124172 . - . YML073C     
XIII ensGene transcript 139063 140214 . - . YML067C     
XIII ensGene transcript 162194 164176 . - . YML056C     
XIII ensGene transcript 168795 168883 . + . tY(GUA)M1     
XIII ensGene transcript 196068 196170 . - . tP(UGG)M     
XIII ensGene transcript 205642 206293 . + . YML036W     
XIII ensGene transcript 209525 212155 . + . YML034W     
XIII ensGene transcript 222987 223828 . - . YML026C     
XIII ensGene transcript 224406 225365 . - . YML025C     
XIII ensGene transcript 225889 226697 . + . YML024W     
XIII ensGene transcript 236588 238731 . + . YML017W     
XIII ensGene transcript 337788 339277 . + . YMR033W     
XIII ensGene transcript 352280 352370 . + . tF(GAA)M     
XIII ensGene transcript 379303 379408 . - . tW(CCA)M     
XIII ensGene transcript 424989 426059 . + . YMR079W     
XIII ensGene transcript 499456 500688 . - . YMR116C     
XIII ensGene transcript 504895 505008 . + . tL(CAA)M     
XIII ensGene transcript 517539 520446 . + . YMR125W     
XIII ensGene transcript 536207 537609 . + . YMR133W     
XIII ensGene transcript 550206 551207 . - . YMR142C     
XIII ensGene transcript 551928 552903 . + . YMR143W     
XIII ensGene transcript 651145 651910 . + . YMR194W     
XIII ensGene transcript 652594 652887 . - . YMR194C-B     
XIII ensGene transcript 665845 667044 . - . YMR201C     
XIII ensGene transcript 720960 721403 . - . YMR225C     
XIII ensGene transcript 732414 733141 . + . YMR230W     
XIII ensGene transcript 753225 753742 . - . YMR242C     
XIII ensGene transcript 837928 838016 . + . tY(GUA)M2     
XIII ensGene transcript 854795 855293 . + . YMR292W     
XIV ensGene transcript 371 6098 . - . YNL339C     
XIV ensGene transcript 48287 49216 . + . YNL312W     
XIV ensGene transcript 61958 62943 . - . YNL302C     
XIV ensGene transcript 63570 64562 . - . YNL301C     
XIV ensGene transcript 144280 145281 . - . YNL265C     
XIV ensGene transcript 185460 186349 . + . YNL246W     
XIV ensGene transcript 331322 332154 . + . YNL162W     
XIV ensGene transcript 350940 351383 . + . YNL147W     
XIV ensGene transcript 366033 366412 . + . YNL138W-A     
XIV ensGene transcript 374869 374959 . + . tF(GAA)N     
XIV ensGene transcript 379558 380831 . - . YNL130C     
XIV ensGene transcript 413639 416281 . + . YNL112W     
XIV ensGene transcript 443006 443119 . + . tL(CAA)N     
XIV ensGene transcript 443398 444315 . - . YNL096C     
XIV ensGene transcript 493956 495001 . - . YNL069C     
XIV ensGene transcript 534079 534982 . - . YNL050C     
XIV ensGene transcript 545268 545877 . + . YNL044W     
XIV ensGene transcript 547094 547196 . + . tP(UGG)N1     
XIV ensGene transcript 557020 557783 . + . YNL038W     
XIV ensGene transcript 568115 568217 . + . tP(UGG)N2     
XIV ensGene transcript 609686 611665 . + . YNL012W     
XIV ensGene transcript 622915 624621 . + . YNL004W     
XIV ensGene transcript 721120 723112 . - . YNR053C     
XV ensGene transcript 80348 81190 . + . YOL127W     
XV ensGene transcript 92026 92850 . - . YOL121C     
XV ensGene transcript 93395 94402 . - . YOL120C     
XV ensGene transcript 240204 241310 . - . YOL048C     
XV ensGene transcript 241614 242747 . - . YOL047C     
XV ensGene transcript 274673 274773 . + . tS(GCU)O     
XV ensGene transcript 288192 288280 . + . tY(GUA)O     
XV ensGene transcript 301097 301198 . + . tP(UGG)O1     
XV ensGene transcript 438643 438738 . + . tK(UUU)O     
XV ensGene transcript 464450 464551 . + . tP(UGG)O2     
XV ensGene transcript 505794 506767 . + . YOR096W     
XV ensGene transcript 552298 552887 . - . YOR122C     
XV ensGene transcript 678191 678793 . - . YOR182C     
XV ensGene transcript 778555 779405 . - . YOR234C     
XV ensGene transcript 780107 780596 . + . snR17a     
XV ensGene transcript 867098 867852 . + . YOR293W     
XV ensGene transcript 900250 900767 . - . YOR312C     
XV ensGene transcript 911784 912436 . - . YOR318C     
XV ensGene transcript 980683 980787 . + . tP(UGG)O3     
XVI ensGene transcript 280 6007 . - . YPL283C     
XVI ensGene transcript 56169 56274 . - . tW(CCA)P     
XVI ensGene transcript 75699 76239 . - . YPL249C-A     
XVI ensGene transcript 95372 96258 . - . YPL241C     
XVI ensGene transcript 138698 139409 . + . YPL218W     
XVI ensGene transcript 173152 174702 . + . YPL198W     
XVI ensGene transcript 218630 220088 . + . YPL175W     
XVI ensGene transcript 281056 281517 . - . snR17b     
XVI ensGene transcript 282122 282970 . + . YPL143W     
XVI ensGene transcript 305298 306137 . + . YPL129W     
XVI ensGene transcript 345264 347389 . - . YPL109C     
XVI ensGene transcript 377291 378395 . - . YPL090C     
XVI ensGene transcript 404950 406044 . + . YPL081W     
XVI ensGene transcript 406636 407539 . + . YPL079W     
XVI ensGene transcript 412254 415362 . + . YPL075W     
XVI ensGene transcript 492018 493037 . - . YPL031C     
XVI ensGene transcript 560198 560289 . - . tF(GAA)P1     
XVI ensGene transcript 582373 582734 . - . YPR010C-A     
XVI ensGene transcript 622540 622631 . - . tF(GAA)P2     
XVI ensGene transcript 623527 624202 . + . YPR028W     
XVI ensGene transcript 654166 654847 . + . YPR043W     
XVI ensGene transcript 677812 678320 . - . YPR063C     
XVI ensGene transcript 728947 729528 . - . YPR098C     
XVI ensGene transcript 769207 769302 . - . tK(UUU)P     
XVI ensGene transcript 794965 795767 . + . YPR132W     
XVI ensGene transcript 833689 834245 . + . YPR153W     
XVI ensGene transcript 883239 883595 . + . YPR170W-B     
XVI ensGene transcript 911257 911800 . + . YPR187W     
XVI ensGene transcript 943032 943896 . + . YPR202W     
