I	ensGene	transcript	100225	101145	.	-	.	gene_id "YAL025C"; transcript_id "YAL025C_mRNA";  gene_name "YAL025C";
I	ensGene	transcript	101565	105872	.	-	.	gene_id "YAL024C"; transcript_id "YAL024C_mRNA";  gene_name "YAL024C";
I	ensGene	transcript	106272	108551	.	-	.	gene_id "YAL023C"; transcript_id "YAL023C_mRNA";  gene_name "YAL023C";
I	ensGene	transcript	108877	110430	.	-	.	gene_id "YAL022C"; transcript_id "YAL022C_mRNA";  gene_name "YAL022C";
I	ensGene	transcript	110846	113359	.	-	.	gene_id "YAL021C"; transcript_id "YAL021C_mRNA";  gene_name "YAL021C";
I	ensGene	transcript	113614	114615	.	-	.	gene_id "YAL020C"; transcript_id "YAL020C_mRNA";  gene_name "YAL020C";
I	ensGene	transcript	114250	114819	.	+	.	gene_id "YAL019W-A"; transcript_id "YAL019W-A_mRNA";  gene_name "YAL019W-A";
I	ensGene	transcript	114919	118314	.	+	.	gene_id "YAL019W"; transcript_id "YAL019W_mRNA";  gene_name "YAL019W";
I	ensGene	transcript	118564	119541	.	-	.	gene_id "YAL018C"; transcript_id "YAL018C_mRNA";  gene_name "YAL018C";
I	ensGene	transcript	120225	124295	.	+	.	gene_id "YAL017W"; transcript_id "YAL017W_mRNA";  gene_name "YAL017W";
I	ensGene	transcript	124307	124492	.	-	.	gene_id "YAL016C-B"; transcript_id "YAL016C-B_mRNA";  gene_name "YAL016C-B";
I	ensGene	transcript	124755	125069	.	-	.	gene_id "YAL016C-A"; transcript_id "YAL016C-A_mRNA";  gene_name "YAL016C-A";
I	ensGene	transcript	124879	126786	.	+	.	gene_id "YAL016W"; transcript_id "YAL016W_mRNA";  gene_name "YAL016W";
I	ensGene	transcript	126903	128102	.	-	.	gene_id "YAL015C"; transcript_id "YAL015C_mRNA";  gene_name "YAL015C";
I	ensGene	transcript	128252	129019	.	-	.	gene_id "YAL014C"; transcript_id "YAL014C_mRNA";  gene_name "YAL014C";
I	ensGene	transcript	129270	130487	.	+	.	gene_id "YAL013W"; transcript_id "YAL013W_mRNA";  gene_name "YAL013W";
I	ensGene	transcript	130799	131983	.	+	.	gene_id "YAL012W"; transcript_id "YAL012W_mRNA";  gene_name "YAL012W";
I	ensGene	transcript	132199	134076	.	+	.	gene_id "YAL011W"; transcript_id "YAL011W_mRNA";  gene_name "YAL011W";
I	ensGene	transcript	134184	135665	.	-	.	gene_id "YAL010C"; transcript_id "YAL010C_mRNA";  gene_name "YAL010C";
I	ensGene	transcript	135854	136633	.	+	.	gene_id "YAL009W"; transcript_id "YAL009W_mRNA";  gene_name "YAL009W";
I	ensGene	transcript	136914	137510	.	+	.	gene_id "YAL008W"; transcript_id "YAL008W_mRNA";  gene_name "YAL008W";
I	ensGene	transcript	137698	138345	.	-	.	gene_id "YAL007C"; transcript_id "YAL007C_mRNA";  gene_name "YAL007C";
I	ensGene	transcript	139152	139254	.	+	.	gene_id "tP(UGG)A"; transcript_id "tP(UGG)A_tRNA";  gene_name "tP(UGG)A";
I	ensGene	transcript	139503	141431	.	-	.	gene_id "YAL005C"; transcript_id "YAL005C_mRNA";  gene_name "YAL005C";
I	ensGene	transcript	140760	141407	.	+	.	gene_id "YAL004W"; transcript_id "YAL004W_mRNA";  gene_name "YAL004W";
I	ensGene	transcript	142174	143160	.	+	.	gene_id "YAL003W"; transcript_id "YAL003W_mRNA";  gene_name "YAL003W";
I	ensGene	transcript	142367	142468	.	+	.	gene_id "snR18"; transcript_id "snR18_snoRNA";  gene_name "snR18";
I	ensGene	transcript	143707	147531	.	+	.	gene_id "YAL002W"; transcript_id "YAL002W_mRNA";  gene_name "YAL002W";
I	ensGene	transcript	147594	151166	.	-	.	gene_id "YAL001C"; transcript_id "YAL001C_mRNA";  gene_name "YAL001C";
I	ensGene	transcript	152257	153876	.	+	.	gene_id "YAR002W"; transcript_id "YAR002W_mRNA";  gene_name "YAR002W";
I	ensGene	transcript	154065	154724	.	-	.	gene_id "YAR002C-A"; transcript_id "YAR002C-A_mRNA";  gene_name "YAR002C-A";
I	ensGene	transcript	155005	156285	.	+	.	gene_id "YAR003W"; transcript_id "YAR003W_mRNA";  gene_name "YAR003W";
I	ensGene	transcript	156754	158619	.	-	.	gene_id "YAR007C"; transcript_id "YAR007C_mRNA";  gene_name "YAR007C";
I	ensGene	transcript	158966	159793	.	+	.	gene_id "YAR008W"; transcript_id "YAR008W_mRNA";  gene_name "YAR008W";
I	ensGene	transcript	166267	166339	.	+	.	gene_id "tA(UGC)A"; transcript_id "tA(UGC)A_tRNA";  gene_name "tA(UGC)A";
I	ensGene	transcript	166742	168871	.	-	.	gene_id "YAR014C"; transcript_id "YAR014C_mRNA";  gene_name "YAR014C";
I	ensGene	transcript	169375	170295	.	+	.	gene_id "YAR015W"; transcript_id "YAR015W_mRNA";  gene_name "YAR015W";
I	ensGene	transcript	170396	171703	.	-	.	gene_id "YAR018C"; transcript_id "YAR018C_mRNA";  gene_name "YAR018C";
I	ensGene	transcript	172211	175135	.	-	.	gene_id "YAR019C"; transcript_id "YAR019C_mRNA";  gene_name "YAR019C";
I	ensGene	transcript	174998	175330	.	+	.	gene_id "YAR019W-A"; transcript_id "YAR019W-A_mRNA";  gene_name "YAR019W-A";
I	ensGene	transcript	176856	177023	.	-	.	gene_id "YAR020C"; transcript_id "YAR020C_mRNA";  gene_name "YAR020C";
I	ensGene	transcript	179281	179820	.	-	.	gene_id "YAR023C"; transcript_id "YAR023C_mRNA";  gene_name "YAR023C";
I	ensGene	transcript	181141	181254	.	+	.	gene_id "tL(CAA)A"; transcript_id "tL(CAA)A_tRNA";  gene_name "tL(CAA)A";
I	ensGene	transcript	182522	182603	.	-	.	gene_id "tS(AGA)A"; transcript_id "tS(AGA)A_tRNA";  gene_name "tS(AGA)A";
I	ensGene	transcript	183770	184477	.	+	.	gene_id "YAR027W"; transcript_id "YAR027W_mRNA";  gene_name "YAR027W";
I	ensGene	transcript	184892	185596	.	+	.	gene_id "YAR028W"; transcript_id "YAR028W_mRNA";  gene_name "YAR028W";
I	ensGene	transcript	186321	186545	.	+	.	gene_id "YAR029W"; transcript_id "YAR029W_mRNA";  gene_name "YAR029W";
I	ensGene	transcript	186512	186853	.	-	.	gene_id "YAR030C"; transcript_id "YAR030C_mRNA";  gene_name "YAR030C";
I	ensGene	transcript	186836	187732	.	+	.	gene_id "YAR031W"; transcript_id "YAR031W_mRNA";  gene_name "YAR031W";
I	ensGene	transcript	188107	188811	.	+	.	gene_id "YAR033W"; transcript_id "YAR033W_mRNA";  gene_name "YAR033W";
I	ensGene	transcript	190193	192256	.	+	.	gene_id "YAR035W"; transcript_id "YAR035W_mRNA";  gene_name "YAR035W";
I	ensGene	transcript	192337	192417	.	-	.	gene_id "YAR035C-A"; transcript_id "YAR035C-A_mRNA";  gene_name "YAR035C-A";
I	ensGene	transcript	192619	196185	.	+	.	gene_id "YAR042W"; transcript_id "YAR042W_mRNA";  gene_name "YAR042W";
I	ensGene	transcript	201467	201787	.	-	.	gene_id "YAR047C"; transcript_id "YAR047C_mRNA";  gene_name "YAR047C";
I	ensGene	transcript	203403	208016	.	+	.	gene_id "YAR050W"; transcript_id "YAR050W_mRNA";  gene_name "YAR050W";
I	ensGene	transcript	208367	208663	.	+	.	gene_id "YAR053W"; transcript_id "YAR053W_mRNA";  gene_name "YAR053W";
I	ensGene	transcript	217157	217492	.	-	.	gene_id "YAR060C"; transcript_id "YAR060C_mRNA";  gene_name "YAR060C";
I	ensGene	transcript	218140	219145	.	+	.	gene_id "YAR061W"; transcript_id "YAR061W";  gene_name "YAR061W";
I	ensGene	transcript	220198	220497	.	+	.	gene_id "YAR064W"; transcript_id "YAR064W_mRNA";  gene_name "YAR064W";
I	ensGene	transcript	221049	221660	.	+	.	gene_id "YAR066W"; transcript_id "YAR066W_mRNA";  gene_name "YAR066W";
I	ensGene	transcript	222406	222891	.	+	.	gene_id "YAR068W"; transcript_id "YAR068W_mRNA";  gene_name "YAR068W";
I	ensGene	transcript	224011	224304	.	-	.	gene_id "YAR069C"; transcript_id "YAR069C_mRNA";  gene_name "YAR069C";
I	ensGene	transcript	224563	224862	.	-	.	gene_id "YAR070C"; transcript_id "YAR070C_mRNA";  gene_name "YAR070C";
I	ensGene	transcript	225460	226863	.	+	.	gene_id "YAR071W"; transcript_id "YAR071W_mRNA";  gene_name "YAR071W";
I	ensGene	transcript	227742	228953	.	+	.	gene_id "YAR073W"; transcript_id "YAR073W_mRNA";  gene_name "YAR073W";
I	ensGene	transcript	228844	229317	.	+	.	gene_id "YAR075W"; transcript_id "YAR075W_mRNA";  gene_name "YAR075W";
II	ensGene	transcript	280	2658	.	-	.	gene_id "YBL113C"; transcript_id "YBL113C_mRNA";  gene_name "YBL113C";
II	ensGene	transcript	646	1128	.	+	.	gene_id "YBL113W-A"; transcript_id "YBL113W-A_mRNA";  gene_name "YBL113W-A";
II	ensGene	transcript	2582	2899	.	-	.	gene_id "YBL112C"; transcript_id "YBL112C_mRNA";  gene_name "YBL112C";
II	ensGene	transcript	2907	5009	.	-	.	gene_id "YBL111C"; transcript_id "YBL111C_mRNA";  gene_name "YBL111C";
II	ensGene	transcript	5790	6125	.	+	.	gene_id "YBL109W"; transcript_id "YBL109W_mRNA";  gene_name "YBL109W";
II	ensGene	transcript	7605	7733	.	-	.	gene_id "YBL108C-A"; transcript_id "YBL108C-A_mRNA";  gene_name "YBL108C-A";
II	ensGene	transcript	8177	8482	.	+	.	gene_id "YBL108W"; transcript_id "YBL108W_mRNA";  gene_name "YBL108W";
II	ensGene	transcript	9268	9372	.	+	.	gene_id "YBL107W-A"; transcript_id "YBL107W-A_mRNA";  gene_name "YBL107W-A";
II	ensGene	transcript	9583	9666	.	+	.	gene_id "tL(UAA)B1"; transcript_id "tL(UAA)B1_tRNA";  gene_name "tL(UAA)B1";
II	ensGene	transcript	9961	10551	.	-	.	gene_id "YBL107C"; transcript_id "YBL107C_mRNA";  gene_name "YBL107C";
II	ensGene	transcript	10847	13879	.	-	.	gene_id "YBL106C"; transcript_id "YBL106C_mRNA";  gene_name "YBL106C";
II	ensGene	transcript	14241	17696	.	-	.	gene_id "YBL105C"; transcript_id "YBL105C_mRNA";  gene_name "YBL105C";
II	ensGene	transcript	18177	21293	.	-	.	gene_id "YBL104C"; transcript_id "YBL104C_mRNA";  gene_name "YBL104C";
II	ensGene	transcript	22076	23536	.	-	.	gene_id "YBL103C"; transcript_id "YBL103C_mRNA";  gene_name "YBL103C";
II	ensGene	transcript	24098	24745	.	+	.	gene_id "YBL102W"; transcript_id "YBL102W_mRNA";  gene_name "YBL102W";
II	ensGene	transcript	24946	28299	.	-	.	gene_id "YBL101C"; transcript_id "YBL101C_mRNA";  gene_name "YBL101C";
II	ensGene	transcript	28427	28546	.	+	.	gene_id "YBL100W-C"; transcript_id "YBL100W-C_mRNA";  gene_name "YBL100W-C";
II	ensGene	transcript	36398	36488	.	+	.	gene_id "tF(GAA)B"; transcript_id "tF(GAA)B_tRNA";  gene_name "tF(GAA)B";
II	ensGene	transcript	36989	37303	.	-	.	gene_id "YBL100C"; transcript_id "YBL100C_mRNA";  gene_name "YBL100C";
II	ensGene	transcript	37053	38690	.	+	.	gene_id "YBL099W"; transcript_id "YBL099W_mRNA";  gene_name "YBL099W";
II	ensGene	transcript	39145	40527	.	+	.	gene_id "YBL098W"; transcript_id "YBL098W_mRNA";  gene_name "YBL098W";
II	ensGene	transcript	40831	43095	.	+	.	gene_id "YBL097W"; transcript_id "YBL097W_mRNA";  gene_name "YBL097W";
II	ensGene	transcript	43174	43482	.	-	.	gene_id "YBL096C"; transcript_id "YBL096C_mRNA";  gene_name "YBL096C";
II	ensGene	transcript	43277	44089	.	+	.	gene_id "YBL095W"; transcript_id "YBL095W_mRNA";  gene_name "YBL095W";
II	ensGene	transcript	43765	44097	.	-	.	gene_id "YBL094C"; transcript_id "YBL094C_mRNA";  gene_name "YBL094C";
II	ensGene	transcript	44256	44918	.	-	.	gene_id "YBL093C"; transcript_id "YBL093C_mRNA";  gene_name "YBL093C";
II	ensGene	transcript	45978	46370	.	+	.	gene_id "YBL092W"; transcript_id "YBL092W_mRNA";  gene_name "YBL092W";
II	ensGene	transcript	46565	47180	.	-	.	gene_id "YBL091C-A"; transcript_id "YBL091C-A_mRNA";  gene_name "YBL091C-A";
II	ensGene	transcript	47363	48628	.	-	.	gene_id "YBL091C"; transcript_id "YBL091C_mRNA";  gene_name "YBL091C";
II	ensGene	transcript	48825	49358	.	+	.	gene_id "YBL090W"; transcript_id "YBL090W_mRNA";  gene_name "YBL090W";
II	ensGene	transcript	49574	50953	.	+	.	gene_id "YBL089W"; transcript_id "YBL089W_mRNA";  gene_name "YBL089W";
II	ensGene	transcript	51019	59382	.	-	.	gene_id "YBL088C"; transcript_id "YBL088C_mRNA";  gene_name "YBL088C";
II	ensGene	transcript	59822	60739	.	-	.	gene_id "YBL087C"; transcript_id "YBL087C_mRNA";  gene_name "YBL087C";
II	ensGene	transcript	61202	62602	.	-	.	gene_id "YBL086C"; transcript_id "YBL086C_mRNA";  gene_name "YBL086C";
II	ensGene	transcript	63876	66818	.	+	.	gene_id "YBL085W"; transcript_id "YBL085W_mRNA";  gene_name "YBL085W";
II	ensGene	transcript	67169	69445	.	-	.	gene_id "YBL084C"; transcript_id "YBL084C_mRNA";  gene_name "YBL084C";
II	ensGene	transcript	69713	70138	.	-	.	gene_id "YBL083C"; transcript_id "YBL083C_mRNA";  gene_name "YBL083C";
II	ensGene	transcript	69751	71127	.	-	.	gene_id "YBL082C"; transcript_id "YBL082C_mRNA";  gene_name "YBL082C";
II	ensGene	transcript	71866	72972	.	+	.	gene_id "YBL081W"; transcript_id "YBL081W_mRNA";  gene_name "YBL081W";
II	ensGene	transcript	73070	74695	.	-	.	gene_id "YBL080C"; transcript_id "YBL080C_mRNA";  gene_name "YBL080C";
II	ensGene	transcript	75259	79767	.	+	.	gene_id "YBL079W"; transcript_id "YBL079W_mRNA";  gene_name "YBL079W";
II	ensGene	transcript	80378	80731	.	-	.	gene_id "YBL078C"; transcript_id "YBL078C_mRNA";  gene_name "YBL078C";
II	ensGene	transcript	80897	81328	.	+	.	gene_id "YBL077W"; transcript_id "YBL077W_mRNA";  gene_name "YBL077W";
II	ensGene	transcript	81043	84261	.	-	.	gene_id "YBL076C"; transcript_id "YBL076C_mRNA";  gene_name "YBL076C";
II	ensGene	transcript	84499	86448	.	-	.	gene_id "YBL075C"; transcript_id "YBL075C_mRNA";  gene_name "YBL075C";
II	ensGene	transcript	86722	87789	.	-	.	gene_id "YBL074C"; transcript_id "YBL074C_mRNA";  gene_name "YBL074C";
II	ensGene	transcript	87646	87957	.	+	.	gene_id "YBL073W"; transcript_id "YBL073W_mRNA";  gene_name "YBL073W";
II	ensGene	transcript	88190	88277	.	+	.	gene_id "snR56"; transcript_id "snR56_snoRNA";  gene_name "snR56";
II	ensGene	transcript	88523	89125	.	-	.	gene_id "YBL072C"; transcript_id "YBL072C_mRNA";  gene_name "YBL072C";
II	ensGene	transcript	89458	89556	.	-	.	gene_id "YBL071C-B"; transcript_id "YBL071C-B_mRNA";  gene_name "YBL071C-B";
II	ensGene	transcript	89978	90226	.	+	.	gene_id "YBL071W-A"; transcript_id "YBL071W-A_mRNA";  gene_name "YBL071W-A";
II	ensGene	transcript	90223	90531	.	-	.	gene_id "YBL071C"; transcript_id "YBL071C_mRNA";  gene_name "YBL071C";
II	ensGene	transcript	90605	90925	.	-	.	gene_id "YBL070C"; transcript_id "YBL070C_mRNA";  gene_name "YBL070C";
II	ensGene	transcript	90741	92030	.	+	.	gene_id "YBL069W"; transcript_id "YBL069W_mRNA";  gene_name "YBL069W";
II	ensGene	transcript	91794	92030	.	+	.	gene_id "YBL068W-A"; transcript_id "YBL068W-A_mRNA";  gene_name "YBL068W-A";
II	ensGene	transcript	92414	93394	.	+	.	gene_id "YBL068W"; transcript_id "YBL068W_mRNA";  gene_name "YBL068W";
II	ensGene	transcript	93639	95882	.	-	.	gene_id "YBL067C"; transcript_id "YBL067C_mRNA";  gene_name "YBL067C";
II	ensGene	transcript	96669	100115	.	-	.	gene_id "YBL066C"; transcript_id "YBL066C_mRNA";  gene_name "YBL066C";
II	ensGene	transcript	99963	100307	.	+	.	gene_id "YBL065W"; transcript_id "YBL065W_mRNA";  gene_name "YBL065W";
II	ensGene	transcript	100371	101156	.	-	.	gene_id "YBL064C"; transcript_id "YBL064C_mRNA";  gene_name "YBL064C";
II	ensGene	transcript	101886	105221	.	+	.	gene_id "YBL063W"; transcript_id "YBL063W_mRNA";  gene_name "YBL063W";
II	ensGene	transcript	105308	105688	.	+	.	gene_id "YBL062W"; transcript_id "YBL062W_mRNA";  gene_name "YBL062W";
II	ensGene	transcript	105316	107406	.	-	.	gene_id "YBL061C"; transcript_id "YBL061C_mRNA";  gene_name "YBL061C";
II	ensGene	transcript	107932	109995	.	+	.	gene_id "YBL060W"; transcript_id "YBL060W_mRNA";  gene_name "YBL060W";
II	ensGene	transcript	110125	110539	.	-	.	gene_id "YBL059C-A"; transcript_id "YBL059C-A_mRNA";  gene_name "YBL059C-A";
II	ensGene	transcript	110594	111244	.	+	.	gene_id "YBL059W"; transcript_id "YBL059W_mRNA";  gene_name "YBL059W";
II	ensGene	transcript	111437	112708	.	+	.	gene_id "YBL058W"; transcript_id "YBL058W_mRNA";  gene_name "YBL058W";
II	ensGene	transcript	112801	113427	.	-	.	gene_id "YBL057C"; transcript_id "YBL057C_mRNA";  gene_name "YBL057C";
II	ensGene	transcript	113762	115168	.	+	.	gene_id "YBL056W"; transcript_id "YBL056W_mRNA";  gene_name "YBL056W";
II	ensGene	transcript	115573	116829	.	-	.	gene_id "YBL055C"; transcript_id "YBL055C_mRNA";  gene_name "YBL055C";
II	ensGene	transcript	117589	119166	.	+	.	gene_id "YBL054W"; transcript_id "YBL054W_mRNA";  gene_name "YBL054W";
II	ensGene	transcript	119335	119709	.	+	.	gene_id "YBL053W"; transcript_id "YBL053W_mRNA";  gene_name "YBL053W";
II	ensGene	transcript	119379	121874	.	-	.	gene_id "YBL052C"; transcript_id "YBL052C_mRNA";  gene_name "YBL052C";
II	ensGene	transcript	122753	124759	.	-	.	gene_id "YBL051C"; transcript_id "YBL051C_mRNA";  gene_name "YBL051C";
II	ensGene	transcript	125125	126119	.	+	.	gene_id "YBL050W"; transcript_id "YBL050W_mRNA";  gene_name "YBL050W";
II	ensGene	transcript	126828	127244	.	+	.	gene_id "YBL049W"; transcript_id "YBL049W_mRNA";  gene_name "YBL049W";
II	ensGene	transcript	127299	127610	.	+	.	gene_id "YBL048W"; transcript_id "YBL048W_mRNA";  gene_name "YBL048W";
II	ensGene	transcript	127895	132040	.	-	.	gene_id "YBL047C"; transcript_id "YBL047C_mRNA";  gene_name "YBL047C";
II	ensGene	transcript	132424	133749	.	+	.	gene_id "YBL046W"; transcript_id "YBL046W_mRNA";  gene_name "YBL046W";
II	ensGene	transcript	134143	135516	.	-	.	gene_id "YBL045C"; transcript_id "YBL045C_mRNA";  gene_name "YBL045C";
II	ensGene	transcript	135998	136366	.	+	.	gene_id "YBL044W"; transcript_id "YBL044W_mRNA";  gene_name "YBL044W";
II	ensGene	transcript	136688	137461	.	+	.	gene_id "YBL043W"; transcript_id "YBL043W_mRNA";  gene_name "YBL043W";
II	ensGene	transcript	138341	140260	.	-	.	gene_id "YBL042C"; transcript_id "YBL042C_mRNA";  gene_name "YBL042C";
II	ensGene	transcript	141247	141972	.	+	.	gene_id "YBL041W"; transcript_id "YBL041W_mRNA";  gene_name "YBL041W";
II	ensGene	transcript	142112	142868	.	-	.	gene_id "YBL040C"; transcript_id "YBL040C_mRNA";  gene_name "YBL040C";
II	ensGene	transcript	143393	143572	.	+	.	gene_id "YBL039W-B"; transcript_id "YBL039W-B_mRNA";  gene_name "YBL039W-B";
II	ensGene	transcript	143989	145728	.	-	.	gene_id "YBL039C"; transcript_id "YBL039C_mRNA";  gene_name "YBL039C";
