#'chr'	'start'	'end'	'1point5min_Rep1_rpkm'	'1point5min_Rep2_rpkm'	'2point5min_Rep1_rpkm'	'2point5min_Rep2_rpkm'	'5min_Rep1_rpkm'	'5min_Rep2_rpkm'	'Background_Rep1_rpkm'	'Total_Rep2_rpkm'	'WH3_4tU_Rep1'	'WH3_4tU_Rep2'	'WT_Rep1_Total'	'WT_Rep2_Total'
IV	946351	946364	15555.35381610577	10437.83856670673	13726.42315204327	18978.361478365383	13816.84600360577	8973.17412860577	916.6292442908654	3067.4122596153848	297.8233149601863	122.85515301044171	0.04698679968714714	0.051610708236694336
IV	1073313	1073401	1193.1351408524947	2188.2088581431994	1668.8813698508523	1798.0065168900924	1305.6356603449042	768.5662071921608	51.421945398504086	190.47254649075595	131.13411365855825	63.35357934778387	0.1407850846986879	0.1446235626935959
IV	1095406	1095424	5884.019992404514	4965.332763671875	7315.707682291667	10097.149739583334	6210.590033637152	7628.177842881944	766.0600077311198	1308.561082628038	40.011948903401695	6.401279926300049	0.117467001080513	0.11182300001382828
IV	1103810	1103892	371.97057100621663	577.3358310606421	115.31922019400248	341.516131331281	376.5304502161538	199.38980791045398	0.0	36.26619404118235	73.95777697679473	23.360788484899007	0.13560632670797954	0.0723718837267015
IV	1212878	1212978	1420.2304174804688	3534.3688492838537	1913.6152018229168	1139.7768734741212	1223.0422293090821	740.408759765625	38.086509208679196	156.46426750183105	31.0224503326416	6.681332588195801	0.1548215079307556	0.10981383718550206
IV	1236843	1237608	4615.801580371732	7974.2630489174835	5442.197394982299	7983.976722834967	3709.1766493055557	2513.925462111928	108.43010625266918	1134.6489330815334	709.53299580493	326.2824667936836	1.929828620736116	1.9136541338527904
IV	1238631	1238824	1129.3871659194867	2288.9712807979813	1849.20740568329	1178.431204966807	1150.8593829061083	676.6558009330473	9.313375408785332	234.9761336726846	144.8099086939362	38.08326476102048	0.18111145874688045	0.17109805438184986
IV	1266770	1266861	1667.0491205571773	2468.639111864698	1645.8101149338943	1080.1663067157451	838.4779562478537	810.8268362192007	3.3151121873121996	188.64975813980942	248.1554246839586	63.44125282371437	0.3186777188227727	0.43943973098482403
IV	1319618	1319697	1481.7359433717365	1670.2938232421875	1887.6730539828916	804.6817935991891	829.9499859387362	455.7248090913024	18.77514486675021	343.9238611535181	142.36110600338708	106.3731621850895	0.6909733305249033	0.5153687490692621
IV	1319721	1319816	605.4782840126439	2220.5940892269737	997.9655960886101	1125.0866474352385	971.2794738769531	361.2496453536184	47.36831438164962	93.55479194239567	85.28711001747533	67.97254172877261	0.3948590667624223	0.3100610224824203
IV	1355237	1355550	2709.8313538182656	6823.035666111305	2328.6080081765012	4182.450523849341	829.0424461486622	1385.0755340933672	20.36067884950973	511.2315581202888	1028.7747588233826	532.259630099653	1.6871642447508182	1.4639633577852584
IV	1359970	1360404	2960.1009279593895	7237.74716781874	2999.1308983774966	3470.376907672091	1251.0897807459678	1645.8270486811155	413.4886240901236	1243.2062527001729	635.569585140949	357.43985083795366	2.2626613367537747	3.179976395198277
IV	1401801	1402184	3007.716368513381	9504.84177477698	2689.091996607104	8398.182098563968	1972.009482600359	3299.730801495187	166.10958425511438	1185.2977565835101	564.8134670008567	218.8722093547293	1.9992111557146277	0.9800079852420418
IV	1450458	1450846	2702.259257208441	8134.311748281787	5931.136186842246	6990.012512081185	2571.1373366523035	3735.7518457366837	311.08737728901855	828.1618790774002	847.2699632153069	345.8061764117369	2.237052872008884	1.2630881485865288
IV	1461759	1461791	20143.843780517578	16480.971618652344	19894.531311035156	30693.934204101562	23304.953186035156	16026.184112548828	1071.9658546447754	3095.2762298583984	340.1926221847534	84.81696379184723	0.0	0.0
IV	1507059	1507314	154.30685843673407	843.22845770144	303.80525692210483	371.28628484987746	130.05049145268458	100.77083524816176	0.0	47.756111234777116	15.826114561043534	20.01301560495414	0.23699542497302972	0.209284719006688
IX	4599	4986	712.909493113673	2637.329193351805	472.57614750825155	1033.6759033360838	430.44554856766104	427.1549970444475	67.17111422552422	596.8702083459505	16.928679986209524	20.219489829484807	0.003514809124845559	0.03818637428165098
IX	47699	47760	1188.7635508052638	3055.9200059234117	2485.327690749872	1828.6993007972592	1305.3871960249103	1460.1106057088882	19.575918619749977	274.78025942943134	78.64051893890881	52.31209439136943	0.23801503171686267	0.18881622958378713
IX	68716	69149	4082.270532057412	7280.676371021579	3459.2573618077604	3826.3809048201138	1822.0374961659209	2022.0145319115668	130.22869492458142	1633.0968781574768	543.735934004222	221.96078864751732	1.8174960332434391	1.6795770973311286
IX	99096	99385	9999.020920063798	20599.592988574106	7451.8364443663495	10955.76490051903	4882.586398748378	3747.876722219218	64.28427801495192	2618.1807333342344	865.5318181127001	358.61166582470537	2.5044508541331574	2.2571579345782324
IX	155223	155310	3138.9047037760415	7464.981888694325	4930.527147315014	5351.941364156789	4495.793776939655	3351.488138133082	3.756492066657406	513.1177554075746	129.87739352522226	76.26468255053992	0.6343385371668585	0.6324697040963447
IX	166435	166519	5015.515468052456	6443.589029947917	4356.855375744048	3022.690848214286	2476.8414393833705	1412.9867742629278	65.09366925557454	174.19761948358445	169.88506389799574	52.153289159139	0.06662582275679424	0.10514626243994349
IX	225810	225899	68.7900471205122	0.0	10.315451975618855	26.221345965781907	0.0	0.0	0.0	0.0	19.947211019108803	4.564957835701074	0.004223532556148058	0.0
IX	231958	232366	2696.7645383348654	4765.311439663757	2252.421273424735	2994.0566444546566	1155.2519094429765	1367.5890036190258	78.5451540479473	668.7163576612286	493.2962595621745	213.72949428184359	0.9383425665836708	0.6923568032535852
IX	256555	257026	936.9363771345459	1954.1265889010526	1168.3809803222312	1407.0004034799629	397.355110055069	1308.2292717179762	189.52593256087636	478.887369532494	512.2658614950321	291.8554079740164	2.073713808808863	2.0570292047634244
IX	316772	317171	30796.116321076126	36484.793569209476	22160.439756618107	20227.16523339599	10100.298948053729	5269.9128444483595	645.2806692690534	2929.7413504464284	538.2532578088287	306.49236310992325	1.709758030143298	2.2745637122849773
IX	348364	348494	2227.3586876502404	5672.092257612179	2824.7370448968345	2424.8905658428484	1503.5511005108174	1468.9894550030049	55.2102998146644	419.8602196326623	52.44853756244366	13.486558503371018	0.22103569473211582	0.2177058641727154
V	4323	4601	1537.3680059858364	5052.586465007682	1119.9787537645666	2230.4078940851223	1025.09587821686	986.7787298481527	106.39120827818947	1243.4693235767832	93.17211882502055	48.7167532804201	0.12294682916655815	0.12014538907318664
V	131777	131899	0.0	143.78670856079768	176.0691318199283	204.2941942683986	106.53987618743396	118.60195418394329	0.0	0.553991786769179	51.10468880074923	31.931794995167216	0.17088674155415082	0.08033712110558494
V	148195	148282	858.7851011780486	1277.553099533607	934.2562066439924	612.6612624245129	490.52439371744794	446.93959887274383	26.584415172708447	140.6122159409797	181.2436646209366	112.06491474721624	0.38560738371706554	0.3413538254540542
V	158995	159087	1793.5775776738706	1859.0507401176121	1231.0863886294158	400.7867126464844	466.27635292384934	135.83931815105936	0.5465130598648734	8.815695389457371	72.43519724970278	33.924187535824984	0.5913491078611949	0.5729039816752725
V	166772	166874	538.7668106228698	1107.87142645144	471.33915321499694	1072.5837566899318	268.7773759131338	504.2373238357843	0.0	74.21327714359059	105.3603416891659	45.280614665910306	0.5526995308258954	0.30878131296120437
V	184170	184677	83.24319719845022	360.0173084627712	317.04458154682106	316.8991251386834	180.6581345979984	89.84765542736969	5.989644105831568	107.86998786399586	43.2784371949747	15.249945093188765	0.30001871320152657	0.3588474947790187
V	239624	239711	60.67949772977281	88.72833935967807	31.306054564728132	0.0	16.8267005394245	148.48387163534932	17.337655692264953	0.0	27.972299268876	5.983958375865016	0.01751878489365523	0.02120784815700575
V	269752	270148	2066.9425295434817	6153.170937894571	1223.410934294113	3513.284103732639	1220.2031995985244	2232.2483584214538	299.88845968115095	906.2540782581676	868.7062889638573	318.5964125816268	2.011640109197058	2.074848685601745
V	306326	306791	1177.769015141969	2947.996823196685	1665.5377264644935	2026.236836357527	742.183444640457	2027.4110603578629	73.90044250786596	650.8271962155578	838.4283403950353	387.0527062857023	1.4521939195612426	1.0689574410838465
V	348202	348276	379.4864394729202	587.59243856894	755.9655126623205	442.77126250395906	374.07383728027344	52.06438641934781	0.0	19.63680344658929	52.33874223038957	29.41939725102605	0.12281453488646327	0.07925138521838833
V	396811	397281	4126.512750374002	8016.641093195923	4027.4945478723403	5545.231991356383	1460.615061918218	1540.8193878823138	224.80358338937077	1624.1083937624667	581.1340991730385	236.71669259578624	1.9258032438602852	1.3398390617776423
V	432672	433196	4569.975639052063	8760.83492770207	7021.275254577172	5434.038172039002	4072.623550065601	2084.533695599505	161.61119932006582	1282.1442833820372	202.04508611082122	101.02934567982913	0.7262610961462705	0.7464955726652654
V	548553	548644	0.0	172.30774353362702	172.51759690504807	0.0	47.77371685321514	0.0	0.0	0.0	20.657020862285908	4.2371141740253995	0.014312244869850494	0.04464095732667944
VI	54378	54686	15135.85648336039	18798.980874594155	20501.849144345237	12673.431315949674	12284.333737063718	4044.0698495840097	112.92422594962181	5335.093058796672	458.9566563197545	266.6539572183188	5.558373723711286	4.810622190500235
VI	63860	63973	1386.9390199374309	2763.380317800516	1205.521994261615	1215.9996861820728	591.2230343438882	625.5329769888459	20.690113894707334	221.00376000868536	139.70582432029522	41.64195661629196	0.11220434670690942	0.2941468031005522
VI	64600	64920	8588.432206726075	9356.693307495116	7433.182465108235	6399.3874316406245	3723.791079711914	2872.016377766927	163.36823838055133	990.6909982681275	1066.6186012268067	500.6094886779785	0.7662737465463578	0.35331389205530284
VI	75840	76091	12217.40405565239	18247.636454183266	22644.321713147412	23020.45625	29563.227589641436	15827.217639857237	6266.827441211715	21509.9179376245	306.7353530215077	141.70959357151472	9.306853932688435	10.361756693319496
VI	101412	101442	12733.423372395833	13267.7001953125	14007.833463541667	31803.6099609375	15692.083561197916	15218.930143229167	2063.1259602864584	4663.509765625	117.85321833292643	75.9618356068929	0.11981613636016845	0.10157261366645495
VI	157952	157970	5421.686469184027	5548.31005859375	5681.869900173611	16201.061360677084	7625.221028645833	9410.666666666666	477.65301513671875	1415.5744086371528	28.129599889119465	19.203800201416016	0.0	0.0
VI	167476	167489	3826.800048828125	3497.85009765625	4088.970665564904	9413.768404447115	5309.710674579327	4824.0400390625	201.11700439453125	1284.1500244140625	163.18184485802283	86.41729736328125	0.0	0.0279558002948761
VI	191558	191576	13766.05029296875	12537.300021701389	14806.499674479166	35378.80078125	17251.666341145832	16851.794379340277	1042.5916680230034	5102.81982421875	938.219479031033	467.29332478841144	0.027408966484169166	0.0559116005897522
VI	203293	203386	5678.445575016801	5783.0528813844085	5248.500485656082	3297.2862168178763	4321.176555674563	1167.6300166960687	34.87105890499648	65.0434823805286	58.504256709929436	26.642957953996557	0.2711215269181036	0.1827553626029722
VI	210655	210668	5682.39013671875	5307.080078125	6709.018517127404	18202.80078125	7541.43017578125	6960.8701171875	723.247788649339	2568.31005859375	139.3422305767353	76.32298396183894	0.02349339984357357	0.0
VI	221268	221414	12185.94775390625	18107.386125677796	10876.668646546803	10910.828623314426	5632.380797503745	3389.1270311608164	138.26790712957512	995.4837027771832	440.20864993578766	181.8199268497833	0.8109645639380364	0.9579881250041805
VI	242010	242081	350.0828096631547	1069.4000140982614	993.0741284867407	748.0971782845511	531.711356579418	288.6493829001843	0.0	117.08760199748295	100.00551143162687	51.94699945584149	0.2511580745938798	0.2848981476165879
VII	31427	31578	38.72043539514605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020848447345937323	0.0011108265017831561
VII	62132	62189	583.3533282363624	1923.4984302186128	577.1532357199151	694.3764755516721	502.7618841873972	565.7304275244998	0.0	8.8930260507684	79.870652784381	27.907329760099714	0.033385357443700754	0.1643016504352553
VII	72989	73137	2361.943555677259	5662.3694749436945	2913.272186004364	1936.3376753523544	1965.9492203995987	1386.9782780827702	34.397090808765306	1005.3428377718539	172.30548178183065	68.51639330064928	0.41524184032066447	0.46197894457224253
VII	115525	115547	4744.212224786932	1943.5509199662642	7060.842729048295	11405.409002130682	7527.312255859375	5705.556374289773	125.697998046875	1081.3900146484375	166.66136446866122	65.03120439702815	0.16231817955320532	0.0559116005897522
VII	157200	157282	91.65146246189025	104.43499141786157	184.734698411895	0.0	255.34829451398153	122.3979579646413	0.0	0.0	6.058347690396193	9.582415673790909	0.04943999593577734	0.04865630266324776
VII	167355	167994	2433.110107039808	7310.6133097776465	2806.8869892532275	4975.959145759976	2616.715047773621	2101.4495489829897	182.60180839031685	1622.486482312795	241.95906379711647	107.39234981626412	0.8384171617982533	0.7225731864035223
VII	205559	205590	13878.974262852822	13559.512915826614	18490.84847530242	37613.1480594758	20572.20986643145	18339.516255040322	758.6490498204386	4314.668724798387	411.2898697391633	92.09574890136719	0.029556212706431266	0.0
VII	249887	250086	2183.554990528816	4617.042399088541	2864.8808957711735	1951.2802120956344	1510.2259892602663	931.8241035295291	22.10768910508659	357.1563590351661	210.25461796899538	119.03283062652127	0.3459927406742345	0.19360079417875664
VII	287386	287419	9541.740293560606	6986.554850260417	12162.196910511364	16539.521158854168	10427.61094341856	7525.981119791667	94.08276852694425	1173.557432232481	96.55761071407434	45.77884847467596	0.5631296995914343	0.6201103329658508
VII	311016	311526	26529.044623161764	38573.33451797386	21072.596973294527	30622.567034313724	12819.895492493872	10682.659734987745	1185.5886123412433	6096.257582720588	2103.913551719516	885.1730530981924	5.470089401918299	4.328224021313237
