#'chr'	'start'	'end'	'1point5min_Rep1_rpkm'	'1point5min_Rep2_rpkm'	'2point5min_Rep1_rpkm'	'2point5min_Rep2_rpkm'	'5min_Rep1_rpkm'	'5min_Rep2_rpkm'	'Background_Rep1_rpkm'	'Total_Rep2_rpkm'	'WH3_4tU_Rep1'	'WH3_4tU_Rep2'	'WT_Rep1_Total'	'WT_Rep2_Total'
II	125270	126119	1167.5988894620968	2909.229797387245	2764.6875716989352	3780.2941728320084	3221.7439393311984	2876.1527934978653	126.70191893315646	1224.9040585575171	209.67254128248308	107.10956080136788	2.1581591856353275	1.8111991593778765
II	142112	142750	5086.637923381171	11930.991473190961	6577.352837031413	10754.297421140282	7220.847650701349	7147.430909988898	641.7927440253035	3566.3812271166	248.40562175882275	98.23107527490694	2.8006715066380634	2.4089513970392997
II	142846	142868	3062.8254727450285	8234.740944602272	5671.208651455966	9364.481622869318	4994.683638139205	5216.975053267045	137.1252704967152	2448.4931973544035	577.1641346324574	220.8442715731534	2.7893068248575386	2.433425025506453
II	168423	168425	4729.2099609375	5548.31005859375	2708.3250732421875	4107.3050537109375	2195.8899536132812	2347.2704467773438	333.1000061035156	4595.920539855957	1396.7804565429688	808.1624755859375	3.6062350273132324	3.186959981918335
II	168808	169376	5319.275751678037	19741.580979038292	10584.686947961367	25832.486273107395	11641.027225225744	18004.747696710867	2678.849354762274	37028.191213688384	2017.1139448998679	1144.894491706096	29.528757528519968	26.454395960754074
II	170623	170677	1673.4875646520543	4357.789412887008	3273.339070638021	3861.832932083695	3843.0069919162324	4015.2410046612777	195.06504115351925	975.6314177336516	632.5928302341038	260.1409532052499	4.692153345103617	4.478622297721881
II	170804	171038	1128.3699199969951	3050.4673352363784	1886.0883190883192	3468.409924212073	2658.0612521701387	3542.2471287393164	108.29362536699344	1524.575896434295	545.7819460355319	206.9102178394285	3.973173677411854	3.535195130568284
II	185998	186353	580.9828176579006	1212.680293152142	955.2765647924002	1862.6762468364877	630.6964246723014	1312.1496460534038	52.75896697880822	737.6717049612126	199.30190584424517	68.94794010645907	0.978701255858784	0.7812986776862346
II	186427	186474	1092.0178053835605	1606.4938003864695	1004.6743228993518	2659.4202127659573	853.248227383228	2300.7725752160904	67.9302749633789	958.4426477310506	309.9107669262176	109.91129838659408	1.8359843733462882	1.7100623719235684
II	332831	332876	2791.091196017795	7120.327106391059	5045.339854600695	11618.685180664062	4434.16285671658	8178.213036431207	1690.7786447736953	19208.23771701389	1575.549535454644	931.670152452257	20.339015621609157	15.375688644912508
II	333386	333812	6748.244833789521	18740.21093444347	6940.665032185299	17535.26105762177	8542.719578129585	9768.831650711561	3700.917701997973	29950.18415309566	1654.086474208205	919.8152700791337	25.501605463699555	21.86910458014045
II	365976	366503	457.1936396792446	2190.616850551965	917.4167256557361	1941.2467211960388	715.8334858440131	1334.0808931624565	23.92711125996188	536.3943388647554	177.15637528421306	62.36403378770745	1.0633018403623318	0.9401852213114896
II	366584	366600	293.2850036621094	1594.3856506347656	594.8368225097656	1942.7975463867188	413.1148204803467	1307.1856689453125	12.56980037689209	642.0770263671875	251.52962589263916	63.21265125274658	0.5535631813108921	0.05940607562661171
II	393123	393181	9473.596704943428	23495.049939385775	16255.229963631466	29087.5119376347	12373.762914197197	15351.315821154365	2528.049590538288	17737.52770733011	4274.0283255741515	1726.0827200001684	24.517804871345387	21.415597580630205
II	393510	394742	5635.057709136567	19787.96392214556	12032.60790487182	22871.241875507305	11452.006557315975	12419.44549217059	3312.210846415658	20924.521354378045	1600.1822567233792	757.5612396636567	18.375375818896604	15.572467116566447
II	406628	407028	2780.1754542541503	5938.898379313152	5242.370100504558	6554.81037109375	5221.609731750488	3877.904479166666	644.1222334428267	7386.0636926269535	1122.8085855102538	486.5937421417236	7.830968561172486	6.211061620116234
II	407122	407169	2652.0403974817154	4985.008082613032	5192.664706615691	5439.992997839096	5480.986380069814	4177.209524601064	579.5484067226978	7351.887664145612	1502.6534034242022	637.744504888007	5.672407058959312	5.060000642817071
II	414186	414754	5254.509679659991	15034.327673397154	8753.612721904341	22687.264235805458	8436.596181520274	15658.279215924616	2093.940899837948	27211.390205490756	2101.0352144912936	1300.4580394046407	23.661526416389034	21.037468131684083
II	415259	415261	1539.739990234375	1176.0	2478.8050537109375	2427.044921875	1308.6599731445312	1748.31005859375	729.0490112304688	5271.7900390625	2992.1649169921875	1985.9949951171875	4.076105117797852	3.424584984779358
II	426333	426517	4373.777293329654	12587.55030004529	6393.869367074276	10696.338383152173	7480.1815079398775	7636.135487432065	1205.4040867142055	7923.284325641134	854.2377813588018	337.8349433567213	3.202200438665307	3.3910744358663973
II	426873	427058	1606.1261543892526	2724.237822001689	1473.515579581046	3163.5947942620355	1283.0545598210515	1207.8451300543709	95.9382160960017	586.876928071718	100.92595651987436	61.31765992963636	0.15972338810160353	0.11289038130560437
II	462139	462210	754.8978959204445	1297.0393032020247	1394.3535173443001	943.9954464334837	1754.4594451474472	969.916288134078	52.75777540072589	442.64763716576806	284.3569836683676	140.84227462553642	0.955504835491449	0.7026849242163377
II	462289	462430	569.5918888606078	964.8958684682282	1129.3913388083167	1092.3675866093197	824.533657642121	693.3890493406471	25.763633146353648	329.22846865823084	210.30652699571974	90.01013854547595	1.0326058657456798	0.8430790877934043
II	462499	462579	0.0	293.9998611450195	418.8724084854126	1530.9023971557617	854.5102851867675	1021.062311553955	55.621436309814456	471.8419536590576	120.15521297454833	77.19293556213378	0.906240202486515	0.8732684850692749
II	479338	479346	449.0918769836426	474.92262268066406	612.0506362915039	93.3478012084961	310.52899169921875	234.72700119018555	0.0	88.70837211608887	267.352659702301	158.83159065246582	0.2584274476394057	0.1817129533737898
II	479434	480323	183.9714744748093	463.5654261631603	263.03033465573884	484.62334588547526	318.86662977323755	307.38677028774725	4.706364531887127	166.25874788608272	202.97579441134923	102.29702731326675	0.4407539547696559	0.3991241230303579
II	591712	592417	4421.873109555076	9206.009006076389	7570.482479822325	11879.487454427082	6895.560266026707	8927.97475482048	1544.7071523916022	13909.468842808068	896.7989936558067	416.45571873441656	14.366184189979066	11.564134292906903
II	592768	592774	6067.321695963542	9528.615071614584	7166.094889322917	11248.39990234375	8302.964925130209	7851.214925130208	781.4231770833334	6933.303304036458	2333.78662109375	1413.6183064778645	9.095868428548178	7.282485008239746
II	600553	602104	86.95832813885195	173.62481706505713	96.57354441187137	67.07571961669136	42.48344571293745	37.123952643015095	20.032780397246462	34.042418600127895	78.39506126664516	24.918438759563355	0.13824861636235206	0.16921910492980735
II	602216	602360	154.33567449781629	468.9026463031769	162.78406132592096	463.49780570136176	95.63483775986566	239.21444956461588	10.911285049385494	72.14860937330458	15.443999343448215	4.666906674702962	0.06946561708011562	0.04523403859800763
II	604508	604515	9536.985770089286	19875.66748046875	12341.567138671875	24923.864327566964	9144.785940987724	14088.234375	2074.017156192235	19020.919006347656	4500.878505161831	2378.9904261997767	13.159643232822418	12.903597363403865
II	604927	605508	8583.522297476737	18735.697156931295	13819.819611033417	29023.580003496125	10043.975411131132	15606.646095542885	3472.777916187375	23720.526036063897	2678.7537089625243	1190.6984827563604	28.913169754146505	24.551122524241777
II	606270	606281	2186.3018132990055	4177.676313920455	2172.7803899591618	4200.650923295455	1782.5195451216264	3375.9472045898438	421.6600791757757	6884.660293232311	2423.3341119939632	1121.3882695978339	9.484911818395961	8.508726277134635
II	606668	607140	3754.5844947685628	10659.873222394177	6871.420724039024	13817.353791317697	6477.385945206982	8513.71710170595	2231.407728386219	19716.43339512712	2292.95743340961	990.8924967878955	29.05052191726232	25.750171862416348
II	653356	653369	146.64199829101562	241.2310028076172	447.268073448768	359.0298379751352	341.2413001427284	219.16161170372595	0.0	0.0	223.28374715951773	114.48452259944035	0.08674486096088703	0.29891229134339553
II	653452	655317	71.1050251855927	222.10905196639018	110.30571317425576	172.0286838398542	68.10789006210204	125.17277257133532	1.0275195334441716	63.92467427803428	270.7447970638326	105.16095204698496	0.21100984504970724	0.22020146038193486
II	662499	662582	223.49707325395332	199.81459192482822	158.17465641986894	149.58141032758965	129.87717814617847	38.61732813823654	3.331754316766578	17.914692200810077	10.488344333617084	1.708775370954031	0.04560689502451793	0.0207984384194196
II	663002	663303	352.47739762721267	1306.3910378490968	1027.055277438919	1373.4067210859637	714.8081154047056	801.9863121733978	101.72770310715583	1158.9086630178053	134.3751439953167	85.32849625495581	1.4564973808998285	1.0031723778113177
II	679549	679943	1121.4408140230905	3093.5190256186547	2674.686126863896	3114.155818726206	3143.714759478109	2561.900020799459	448.2197413213472	4546.430610153276	262.8814057868144	109.5228926760291	2.1834393412933735	2.219742045789806
II	680039	680050	1183.1381724964488	6036.253684303977	3399.6636186079545	5575.410999644886	4226.42549272017	3879.250909978693	437.65817815607244	8307.061834161932	298.80009044300425	168.76100158691406	2.1464427384463223	2.246628176082264
II	726618	726918	887.9960901896159	2071.418828125	1428.58842312283	1334.5040984700522	1332.776710611979	1026.4854264322917	109.60872794469198	1115.4081974283854	202.7251995340983	89.8992699432373	0.7547488141059876	0.6318906426429749
II	727011	727074	964.8142971462673	4182.290635850694	1553.929636152964	1786.9427005828372	903.4222751193577	936.8525535946801	119.11402566092355	324.52515907893104	200.37155490451389	93.83450087289961	1.0710005911569747	0.8413362351674882
III	90859	90897	43892.35546875	38603.26038240131	42203.32082648026	58359.57905016447	43707.60274465461	32139.281712582237	2925.127113743832	9343.01550935444	239.95679353412828	82.20584809152703	0.09521005557555902	0.04929048999359733
III	90928	90972	100732.42045454546	102205.04279119318	92920.44566761363	137564.97727272726	99177.86558948863	69981.02459161932	5285.605024857955	21967.325062144886	162.69319742376155	44.154273076490924	0.18047202107581226	0.06671270524913614
III	101317	101634	592.5955032685578	1669.2866684585715	1040.9228702388727	1246.9590604667783	1059.328366637606	953.1940744682818	84.1819918057896	1696.2354301187895	136.702158738386	60.9300060452723	1.029244933970719	0.9256591658674956
III	101700	101788	502.0000599947843	1123.9167036576705	1231.4038654674184	970.6049832430753	1164.4876972545278	935.9647639881481	119.27034698833118	779.939267245206	159.99625362049449	50.57375231656161	1.0888890092345802	1.0189268365502357
III	107023	107034	2082.984552556818	3278.5454545454545	3260.5609019886365	4378.859108664773	2790.7326882102275	3049.2436856356535	118.84178005565296	1874.0042467984285	596.8064561323686	222.29887424815786	2.5693227675828068	2.1195561208508233
III	107110	107192	1242.8831429830411	3614.784767709127	2675.482596792826	3895.5622275747905	2372.790547068526	4020.168877578363	361.6118531459715	4817.637484434174	586.7117759890673	236.20821399223513	4.982266030660489	4.067238380451028
III	107287	107417	2060.8523907001204	7661.463276241988	4951.869103064904	5789.000311748798	2979.1200758713944	3900.1005008012817	496.7976203331581	4991.278380408654	409.3736119196965	229.47125608004058	6.703615951538086	6.784496145982009
III	110808	111558	1874.759171875	5619.842559895833	3428.28821875	3702.31941875	2569.1486959635417	2081.8438333333334	275.15528580729165	1983.0368274739583	217.18565690104165	81.34710518391927	2.362107683499654	2.3217217184702554
III	111633	111675	2743.433099655878	5691.896647135417	5468.381870814732	4820.74810500372	6188.407610212053	2960.874784923735	620.7091747465588	1910.1361926850818	75.03537768409366	60.58354568481445	2.178172625246502	2.171899514538901
III	172950	173116	3009.8246482021837	7047.900853413655	3447.9900672024037	5535.9761889354295	4641.468757353633	4308.968645088165	1051.1700231195932	5560.783447265625	275.712756513113	113.49919574231987	7.8815837883087525	7.320314143077437
III	173198	173440	695.2727968830708	2184.575717221935	1601.978136971634	1895.4431487280474	1499.3518242954224	1387.5943033517885	402.285723851732	2149.49715202899	713.2471976792517	357.0453125504423	7.365660040831763	7.269944683579374
III	177500	177907	25986.949607455466	43482.5529087326	30001.591804873056	45349.99269809582	28248.73979288237	25672.28316953317	14479.882992238106	80011.37102236736	2131.4234823091024	1032.1931035372197	38.17109729734041	33.64759673416175
III	178213	178220	6426.0771484375	9313.224609375	8446.304478236607	7961.235700334822	6578.154296875	5046.052804129465	3309.451416015625	13198.785853794643	3074.7885393415177	1448.5185546875	15.928514344351631	13.98590019771031
III	227942	227979	10759.379447318412	12819.462547508447	12331.18699852196	27444.267630912163	13157.343459670608	13356.472471494932	310.5082430452914	3670.7070444467904	949.0802810256546	266.9505912162162	0.013334091803109323	0.0279558002948761
III	227997	228042	13686.607541232639	16072.671050347222	13785.436252170139	25042.09164496528	15301.706434461805	13095.071397569445	327.37381990220814	2894.9780717637805	683.4527523464627	182.29425504472522	0.03132453312476476	0.04038060042593214
III	293835	293940	447.9571780250186	113.56746419270833	450.6649131169395	37.33917715890067	1037.2102242606027	391.7707042875744	139.10596980140323	13.195556749616351	267.1563451857794	177.68121704828172	0.6802947071336565	0.5238050841149829
III	293993	294240	660.7154298851847	1414.493817081014	1042.0039807112432	2382.8399427900426	2703.000322102535	2337.900778416519	101.83070348052361	1264.9010786913668	382.60047492517634	161.18689706161436	1.405716020327348	0.9563260057918456
III	294291	294321	387.37986246744794	593.0253702799479	375.3911997477214	504.0782012939453	662.4627695719402	788.8978129069011	43.57530797322591	325.54417012532554	191.03879954020184	101.03340454101563	1.0164812684059144	0.6019816637039185
IV	65242	65307	2156.770293719952	4642.763987379808	3288.1264704777645	3854.546754807692	3767.3007155198316	3849.7716317983773	164.18109283447265	1740.1057135361891	197.00787470890924	70.21096502450796	1.0259495487579933	0.6737619633858021
IV	65377	65765	2122.1206230871458	3363.00233821279	3000.9987834917306	2932.041473703286	1980.6627876832313	2136.572068886249	78.15854824248495	997.4885843807889	134.29201651111092	61.970835371115776	1.3485440405988203	1.023116668475043
IV	117664	117667	2016.3302612304688	5528.206705729167	2723.6276041666665	4387.3466389973955	3031.3574422200522	3496.6236979166665	691.3385257720947	5452.022488911946	2201.384969075521	1211.975321451823	4.98843128234148	4.7431671023368835
IV	118157	118517	4223.428798421224	9389.587226924188	6254.434496166089	10634.182492404514	6904.310042317708	8314.609058521413	1179.251471995344	13088.930455186632	1731.108090209961	909.0863613552517	14.817650636037191	13.270013184017605
IV	217600	217603	2101.8706665039062	7116.306315104167	2621.6186726888022	5165.24658203125	3504.5450541178384	3690.8793741861978	243.01666259765625	3131.53550974528	1615.0276489257812	852.4353281656901	4.369772189607223	3.513113339742025
IV	218007	218367	3146.6208387586807	8242.985310872396	4839.3679298683455	10140.538542751736	6189.149099392361	8363.466243489584	949.4173011856849	8829.131982421875	1314.6541714138455	717.0161661783854	11.448104826609294	10.640697224934895
IV	229906	230020	19325.90613007127	31193.778645833332	23764.81990131579	42167.83275082237	19392.131775973136	19544.0129066155	10299.52961048327	62233.72609349301	3313.5496719092653	1452.153474506579	32.04747327168783	28.245841946518212
IV	230320	230527	11888.056970863527	26275.33190229972	17941.298846995775	26801.595418176326	17078.354973392212	20446.95851889593	10541.701255024343	85778.97641153382	1588.8263405325333	878.5973961871604	30.44492894785416	27.028292854051085
IV	239019	239399	2095.7739648116262	6439.84259868421	4288.6912606222595	4945.195737818668	2487.1103901110196	3085.3005885074012	378.92343469647136	6199.131725431744	567.8990806178043	317.3308276527806	8.130662360944246	7.382848886439675
IV	239509	239606	5166.1161555654	14510.037599334191	10670.203440453179	8230.966993194266	6047.7784562258375	4080.3667411673114	353.25066273482804	2793.016596528673	751.9900833601804	481.4013703336421	7.837425295839605	8.057709693908691
IV	253995	254975	151.73569044774894	846.1216952369326	529.0110857386167	1233.5409105261979	631.2815106450295	845.1947890508742	28.929229824087397	198.1423529177296	168.98205211405852	75.55366606420401	0.6285294244484025	0.5673501281105742
IV	255044	255126	3221.2114659751333	7604.652266339558	4663.902811189977	8259.004704173018	5667.434019507431	4390.5209856731135	64.84162287595795	643.7252487554783	290.2767079050948	84.79008269891506	1.0439163090252295	1.086185032274665
IV	267698	267726	369.2243205479213	1432.3096487862724	525.7080339704241	1590.2476746695381	516.4929929460798	921.5634111676898	87.09056690761021	114.65653228759766	188.00392086165292	55.55398452281952	0.42959360405802727	0.23662573365228518
IV	267806	268699	618.512200948239	1587.6070183458146	992.9853260457493	1613.2474939634658	772.2015469370604	839.4061169483716	22.78018850524399	283.09906964446236	169.93246676967232	44.527098007458456	0.5920826342845417	0.594875196510173
IV	306926	307334	3970.118417178883	7928.417272231158	6397.336296330869	11105.939516553692	5330.783363491882	6663.809956469568	1922.98223213291	21717.481989841835	1860.5966725816913	851.8497018253101	27.878329327658694	23.36432574835478
IV	307765	307789	3006.1675313313804	5749.3324788411455	4242.277496337891	9015.842732747396	3367.7654418945312	4029.4807637532554	717.5266774495443	8965.137898763021	2997.987070719401	1584.4499969482422	9.168294548988342	6.505547940731049
IV	308424	308428	5783.2049560546875	7387.68994140625	5477.8524169921875	7164.445007324219	4003.6100463867188	4192.711700439453	496.5074038505554	4545.22639465332	1759.0677032470703	1019.4042549133301	5.503329212777317	5.360526882112026
IV	308792	309388	5129.819427695051	8825.054531566782	7971.0180090577815	14481.361515244862	7100.723137977139	8440.475529681384	1549.7454935833766	10106.780706008809	1634.2044662373178	755.3844023326899	13.79358862310448	12.685430709147614
IV	312951	314045	2531.739727654884	4998.377767494289	3100.995850055702	2747.718455245944	1592.1153727641272	1199.9186094843128	58.65025355900286	538.1502680316486	115.6222228306521	47.21263018212327	0.6150881204570233	0.6440925504433389
IV	314336	314748	113.32412053080438	246.13206704148968	138.28941840261317	264.02773484905947	360.23070199281267	279.23113927254786	18.638721516567948	89.21040677561344	39.85349990326224	12.098058370421233	0.8185353232095542	1.3965029298391156
IV	322226	322283	3150.235376726117	7777.581568667763	5823.073164019668	11083.826063055742	6114.083324298524	9638.434658117461	1241.9847658391584	14396.03256921601	4585.943970797354	2177.501894499126	20.465642226369756	18.43807667755244
IV	322703	322988	6700.701680929619	24823.624306697733	12569.425003140992	32153.551315789475	13465.596133369312	20371.969929013612	2933.8828288095037	34173.36380208333	2023.0354969760829	1077.317378957648	32.82095737289964	29.183951297559236
IV	337487	337525	2350.1352378443667	4442.136281866777	2543.232103849712	4124.4983745374175	2149.1908151726975	1765.3510517321135	90.30400461899607	761.2433644344932	290.49830386513156	127.77296116477565	1.167250884990943	1.0858618632743233
IV	337634	338070	310.25370690581997	1151.08749697624	792.3369016501518	1285.953604097979	507.2684914125215	609.1778811766832	89.84948529393797	835.2708662103075	169.82211938910527	60.82578734301646	1.5339347873259028	1.4556729159223925
IV	359577	359614	824.3677384660051	389.55486483187286	1515.2393864812077	1665.1224332242398	780.5199452993032	518.8932759052998	0.0	88.59417281279693	39.40247035670925	32.00640106201172	0.0330177511315088	0.03475585982606218
IV	359636	359672	2165.0094129774307	1578.0502794053818	3326.326673719618	1356.1357116699219	2521.2027926974824	812.1014692518446	18.854700353410507	165.21277703179254	25.09841103023953	9.690831197632683	0.2075248911148972	0.15919286095433766
IV	399340	399362	3811.031815962358	5962.236305930398	5870.123579545455	4586.7732266512785	5069.292258522727	2519.451815518466	193.68940769542348	1809.4892661354759	590.854118347168	293.87699786099523	1.6007550810887055	1.3482315174557946
IV	399484	400638	3193.5344180102156	7618.241404303645	5254.60407985641	5326.178294756011	3525.219707098949	2684.6875754565194	333.73053442986725	3014.3210451334353	300.8201993681116	162.90156658311443	3.2887656024465115	2.609866333689599
IV	431108	431387	918.278308061716	2624.897308677755	1464.7377500910056	2118.1711333025314	1306.0912482148858	1526.65870453209	319.2911233662704	2147.7318574638775	531.24366164122	202.17170770023031	1.4717877129072785	1.2085997507136355
IV	431472	431517	716.1029174804687	2138.9126763237846	861.6316650390625	2194.7099853515624	1521.100670030382	1259.0709703233506	245.2512217203776	1233.0885999891493	713.4252671983506	324.9715108235677	0.9768037610583835	1.3201361470752293
IV	456836	458018	459.57689810041245	854.4040618225201	934.199467365848	884.1768916560914	620.9852753201919	567.5353689952146	24.185291360110764	353.45496958363077	323.9793747258065	151.1300531894019	0.8842463170110474	0.7592386110179921
IV	458097	458103	1582.5149739583333	2291.68994140625	2810.333292643229	2458.1566569010415	1781.844950358073	911.927988688151	25.13960075378418	709.6640014648438	292.4509989420573	181.36966196695963	1.4096050262451172	0.9271998405456543
IV	491515	491560	2132.8315673828124	5321.818891059028	3221.427777777778	6801.942700195313	3269.9237820095486	5196.730280897353	784.0769146177504	9846.681619601779	3880.5285705566407	1833.4677580091688	15.714471543166372	15.522303717169496
IV	491898	492324	5551.507426803661	15533.469324007467	5444.626342522706	14750.08925597858	5793.753563930171	9364.684994024477	2561.0052100005337	21190.346596731266	2037.847628454647	1092.2866152194745	22.751175545190982	19.907540449514077
IV	569234	569634	1028.8102362060547	2484.7672760009764	1715.7268631998697	1510.2509765625	1974.1945571899414	902.6543564860026	195.5698079057173	2146.716020526886	122.56752555847169	54.74757298469544	1.19478029191494	0.9744501125067473
IV	569723	569770	470.34725497631314	192.47108540636427	418.6689959586935	343.5991386251247	817.3815671230884	419.51216937126	56.16297279520238	641.3577179604388	156.95206321553982	39.633459537587264	0.7003032717298954	0.6120535325496754
IV	579458	579479	6801.408598400298	10576.825660342261	10756.06284877232	10926.13042922247	5927.521397181919	5655.03274390811	2635.4694213867188	14558.57592482794	4366.18718610491	1801.8081432524182	12.369826719874428	10.800252800896054
IV	580017	580452	19257.413240279275	36207.59863561872	29781.196877806215	43646.77900502874	24050.124509684243	24726.353642465878	11403.215061614255	56780.05720320077	2643.488348599138	1123.6212048760776	30.852325176370556	26.333991166915016
IV	629876	629906	1754.819002278646	3761.189668782552	2244.187003580729	5131.017631022135	3531.1646423339844	3582.9590861002603	164.6645793914795	2718.1256841023765	405.6482716878255	175.39509671529134	2.3540381441513696	2.4461329827706018
IV	630173	630605	3113.582528008355	6639.767989170404	3176.160015341676	5190.700086805556	2260.86267541956	3008.4111019181614	161.35086503976123	2489.9703203130653	384.79520345617226	134.90057152288932	2.406130396933467	2.291740497505223
IV	713340	715248	1496.2183778390945	4188.414433829189	2441.955314929464	2871.5117118915423	2355.165047187725	2045.149814864291	315.8024640498626	3315.591764725979	279.3306882686335	150.67542505164317	5.266940067149308	4.808851994308536
IV	715358	715379	3147.5727887834823	6274.870930989583	3705.8238583519346	5374.169084821428	3998.8590029761904	2825.973876953125	37.70940017700195	1766.9200265066963	487.00256783621654	357.7095642089844	4.040864785512288	3.7261095274062384
IV	733618	733703	862.1706693761489	3072.853630514706	1592.0521850585938	4281.918795955882	2749.8811444450826	3092.1120057947496	63.292656169218176	1374.7994940365063	202.91996944651885	90.17569391587202	3.8109999544480266	2.720952491199269
IV	733775	733924	1613.315460819526	5226.151756064736	3290.347177799916	7267.975366374791	5172.614118537646	5497.121637741191	207.61279122781434	2770.1827269688547	297.64253792986773	131.41551730776794	3.4822857139894627	3.4871582384877557
